timestamp;dataset;model;configuration;seed;status;duration_seconds;run_directory
2026-07-30T22:20:11+03:00;citeseer;pointnet_plus;centroids_4_2;43;success;457;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/pointnet_plus/centroids_4_2/seed_43
2026-07-30T22:27:47+03:00;citeseer;pointnet_plus;centroids_4_2;44;success;455;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/pointnet_plus/centroids_4_2/seed_44
2026-07-30T22:35:23+03:00;citeseer;pointnet_plus;centroids_4_2;45;success;454;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/pointnet_plus/centroids_4_2/seed_45
2026-07-30T22:43:11+03:00;citeseer;pointnet_plus;centroids_4_2;46;success;467;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/pointnet_plus/centroids_4_2/seed_46
2026-07-30T22:50:57+03:00;citeseer;pointnet_plus;centroids_8_4;42;success;464;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/pointnet_plus/centroids_8_4/seed_42
2026-07-30T22:58:41+03:00;citeseer;pointnet_plus;centroids_8_4;43;success;463;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/pointnet_plus/centroids_8_4/seed_43
2026-07-30T23:06:34+03:00;citeseer;pointnet_plus;centroids_8_4;44;success;472;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/pointnet_plus/centroids_8_4/seed_44
2026-07-30T23:14:22+03:00;citeseer;pointnet_plus;centroids_8_4;45;success;466;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/pointnet_plus/centroids_8_4/seed_45
2026-07-30T23:22:07+03:00;citeseer;pointnet_plus;centroids_8_4;46;success;464;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/pointnet_plus/centroids_8_4/seed_46
2026-07-30T23:30:06+03:00;citeseer;pointnet_plus;centroids_16_8;42;success;478;/home/jan/Documents/deeplearning/experiment_results/full_evaluation/citeseer/pointnet_plus/centroids_16_8/seed_42
