dataset;model;configuration;seed;test_accuracy;macro_f1;weighted_f1;test_loss;best_validation_accuracy;best_epoch;trainable_parameters;training_time_seconds;inference_time_seconds;inference_time_per_node_ms;degree_0_accuracy;degree_0_count;degree_1_2_accuracy;degree_1_2_count;degree_3_5_accuracy;degree_3_5_count;degree_6_10_accuracy;degree_6_10_count;degree_gt_10_accuracy;degree_gt_10_count;precision_per_class;recall_per_class;checkpoint
citeseer;deepset;default;42;0,756756782531738;0,72916636028992;0,751668299309074;0,839876353740692;0,819819867610931;26;981894;131,806106981006;0,19386278300226;0,582170519526305;0,5;8;0,74766355752945;214;0,756410241127014;78;0,909090936183929;22;0,818181812763214;11;"{""0"": 0.7692307692307693, ""1"": 0.6764705882352942, ""2"": 0.7142857142857143, ""3"": 0.8028169014084507, ""4"": 0.8070175438596491, ""5"": 0.7962962962962963}";"{""0"": 0.37037037037037035, ""1"": 0.7796610169491526, ""2"": 0.746268656716418, ""3"": 0.8142857142857143, ""4"": 0.7796610169491526, ""5"": 0.8431372549019608}";results/model_evaluation/citeseer/deepset/default/seed_42/deepset_citeseer.pt
citeseer;deepset;default;43;0,726726710796356;0,712752762439781;0,726724947949108;1,16929411888123;0,738738775253296;39;981894;131,491827683996;0,215378842003702;0,646783309320426;0,5;4;0,707317054271698;205;0,770114958286285;87;0,733333349227905;30;0,857142865657806;7;"{""0"": 0.6190476190476191, ""1"": 0.6285714285714286, ""2"": 0.6865671641791045, ""3"": 0.7222222222222222, ""4"": 0.8392857142857143, ""5"": 0.851063829787234}";"{""0"": 0.48148148148148145, ""1"": 0.7457627118644068, ""2"": 0.6865671641791045, ""3"": 0.7428571428571429, ""4"": 0.7966101694915254, ""5"": 0.7843137254901961}";results/model_evaluation/citeseer/deepset/default/seed_43/deepset_citeseer.pt
citeseer;deepset;default;44;0,768768787384033;0,697842595039463;0,747327663988671;0,81402450799942;0,747747778892517;21;981894;132,995040284004;0,19562977500027;0,587476801802614;0,25;4;0,730232536792755;215;0,844155848026276;77;0,870967745780945;31;1;6;"{""0"": 1.0, ""1"": 0.6865671641791045, ""2"": 0.746268656716418, ""3"": 0.7560975609756098, ""4"": 0.8153846153846154, ""5"": 0.8571428571428571}";"{""0"": 0.1111111111111111, ""1"": 0.7796610169491526, ""2"": 0.746268656716418, ""3"": 0.8857142857142857, ""4"": 0.8983050847457628, ""5"": 0.8235294117647058}";results/model_evaluation/citeseer/deepset/default/seed_44/deepset_citeseer.pt
citeseer;deepset;default;45;0,759759783744812;0,694560836956198;0,746811059671408;0,841103315353394;0,798798799514771;29;981894;132,780019499005;0,195743828997365;0,587819306298394;0,400000005960465;5;0,756521761417389;230;0,786666691303253;75;0,789473712444305;19;0,75;4;"{""0"": 0.36363636363636365, ""1"": 0.7096774193548387, ""2"": 0.8153846153846154, ""3"": 0.8055555555555556, ""4"": 0.7761194029850746, ""5"": 0.75}";"{""0"": 0.15384615384615385, ""1"": 0.7457627118644068, ""2"": 0.7910447761194029, ""3"": 0.8285714285714286, ""4"": 0.8666666666666667, ""5"": 0.8235294117647058}";results/model_evaluation/citeseer/deepset/default/seed_45/deepset_citeseer.pt
citeseer;deepset;default;46;0,780780792236328;0,739219497116443;0,7727809653823;0,723959624767304;0,774774789810181;24;981894;133,957203530001;0,19117864400323;0,574110042051742;0,625;8;0,770334899425507;209;0,821428596973419;84;0,793103456497192;29;0,666666686534882;3;"{""0"": 0.7272727272727273, ""1"": 0.671875, ""2"": 0.8, ""3"": 0.782051282051282, ""4"": 0.8253968253968254, ""5"": 0.851063829787234}";"{""0"": 0.3076923076923077, ""1"": 0.7288135593220338, ""2"": 0.835820895522388, ""3"": 0.8714285714285714, ""4"": 0.8666666666666667, ""5"": 0.7843137254901961}";results/model_evaluation/citeseer/deepset/default/seed_46/deepset_citeseer.pt
citeseer;janossy_gru;inference_permutations_1;42;0,744744718074799;0,717711240400013;0,740923829363819;0,843344628810883;0,816816806793213;41;1064454;211,666412054998;0,268232930000522;0,805504294295862;0,25;8;0,738317728042603;214;0,756410241127014;78;0,909090936183929;22;0,818181812763214;11;"{""0"": 0.55, ""1"": 0.6949152542372882, ""2"": 0.7611940298507462, ""3"": 0.7605633802816901, ""4"": 0.75, ""5"": 0.8214285714285714}";"{""0"": 0.4074074074074074, ""1"": 0.6949152542372882, ""2"": 0.7611940298507462, ""3"": 0.7714285714285715, ""4"": 0.7627118644067796, ""5"": 0.9019607843137255}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_1/seed_42/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_1;43;0,717717707157135;0,663614790033921;0,708585227514928;0,883958220481873;0,753753781318665;38;1064454;221,261406769998;0,271975625997584;0,816743621614366;0,5;4;0,707317054271698;205;0,747126460075378;87;0,699999988079071;30;0,857142865657806;7;"{""0"": 0.3333333333333333, ""1"": 0.5609756097560976, ""2"": 0.7333333333333333, ""3"": 0.76, ""4"": 0.8679245283018868, ""5"": 0.8235294117647058}";"{""0"": 0.14814814814814814, ""1"": 0.7796610169491526, ""2"": 0.6567164179104478, ""3"": 0.8142857142857143, ""4"": 0.7796610169491526, ""5"": 0.8235294117647058}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_1/seed_43/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_1;44;0,777777791023254;0,751377040366297;0,772946125184586;0,73872572183609;0,756756782531738;36;1064454;223,667873148996;0,275053135999769;0,825985393392701;0,25;4;0,762790679931641;215;0,818181812763214;77;0,838709652423859;31;0,833333313465118;6;"{""0"": 0.7333333333333333, ""1"": 0.6984126984126984, ""2"": 0.7222222222222222, ""3"": 0.8088235294117647, ""4"": 0.859375, ""5"": 0.8235294117647058}";"{""0"": 0.4074074074074074, ""1"": 0.7457627118644068, ""2"": 0.7761194029850746, ""3"": 0.7857142857142857, ""4"": 0.9322033898305084, ""5"": 0.8235294117647058}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_1/seed_44/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_1;45;0,762762784957886;0,700161635744884;0,747120251873701;0,733838438987732;0,795795798301697;31;1064454;227,556284860999;0,275088739996136;0,826092312300708;0,600000023841858;5;0,756521761417389;230;0,786666691303253;75;0,789473712444305;19;0,75;4;"{""0"": 0.5714285714285714, ""1"": 0.7258064516129032, ""2"": 0.7536231884057971, ""3"": 0.7435897435897436, ""4"": 0.8225806451612904, ""5"": 0.8}";"{""0"": 0.15384615384615385, ""1"": 0.7627118644067796, ""2"": 0.7761194029850746, ""3"": 0.8285714285714286, ""4"": 0.85, ""5"": 0.8627450980392157}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_1/seed_45/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_1;46;0,783783793449402;0,754808170835493;0,779951621402821;0,699290692806244;0,777777791023254;32;1064454;227,148348325005;0,266772820999904;0,801119582582295;0,75;8;0,775119602680206;209;0,809523820877075;84;0,793103456497192;29;0,666666686534882;3;"{""0"": 0.6875, ""1"": 0.6774193548387096, ""2"": 0.7402597402597403, ""3"": 0.8194444444444444, ""4"": 0.84375, ""5"": 0.9047619047619048}";"{""0"": 0.4230769230769231, ""1"": 0.711864406779661, ""2"": 0.8507462686567164, ""3"": 0.8428571428571429, ""4"": 0.9, ""5"": 0.7450980392156863}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_1/seed_46/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_10;42;0,750750780105591;0,719895918210934;0,746306817178438;0,77366578578949;0,816816806793213;38;1064454;346,318783927003;2,71842354800174;8,1634340780833;0,25;8;0,752336442470551;214;0,756410241127014;78;0,863636374473572;22;0,818181812763214;11;"{""0"": 0.5555555555555556, ""1"": 0.6825396825396826, ""2"": 0.7464788732394366, ""3"": 0.782608695652174, ""4"": 0.7894736842105263, ""5"": 0.8181818181818182}";"{""0"": 0.37037037037037035, ""1"": 0.7288135593220338, ""2"": 0.7910447761194029, ""3"": 0.7714285714285715, ""4"": 0.7627118644067796, ""5"": 0.8823529411764706}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_10/seed_42/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_10;43;0,735735714435577;0,67785120809843;0,72358427206293;0,901633858680725;0,747747778892517;40;1064454;354,481921170998;2,73540362100175;8,21442528829355;0,5;4;0,726829290390015;205;0,75862067937851;87;0,733333349227905;30;0,857142865657806;7;"{""0"": 0.4444444444444444, ""1"": 0.5925925925925926, ""2"": 0.75, ""3"": 0.7916666666666666, ""4"": 0.8214285714285714, ""5"": 0.8235294117647058}";"{""0"": 0.14814814814814814, ""1"": 0.8135593220338984, ""2"": 0.7164179104477612, ""3"": 0.8142857142857143, ""4"": 0.7796610169491526, ""5"": 0.8235294117647058}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_10/seed_43/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_10;44;0,777777791023254;0,751515978089959;0,772934657699847;0,713087558746338;0,756756782531738;32;1064454;346,894717358002;2,68363349200081;8,05895943543786;0,25;4;0,739534854888916;215;0,844155848026276;77;0,935483872890472;31;0,833333313465118;6;"{""0"": 0.7857142857142857, ""1"": 0.6984126984126984, ""2"": 0.7236842105263158, ""3"": 0.8208955223880597, ""4"": 0.8307692307692308, ""5"": 0.8333333333333334}";"{""0"": 0.4074074074074074, ""1"": 0.7457627118644068, ""2"": 0.8208955223880597, ""3"": 0.7857142857142857, ""4"": 0.9152542372881356, ""5"": 0.7843137254901961}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_10/seed_44/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_10;45;0,768768787384033;0,705496060796453;0,753090087950222;0,721821486949921;0,792792797088623;31;1064454;349,340393098995;2,64043758800108;7,92924200600924;0,600000023841858;5;0,765217363834381;230;0,800000011920929;75;0,736842095851898;19;0,75;4;"{""0"": 0.5714285714285714, ""1"": 0.703125, ""2"": 0.7571428571428571, ""3"": 0.7733333333333333, ""4"": 0.8225806451612904, ""5"": 0.8181818181818182}";"{""0"": 0.15384615384615385, ""1"": 0.7627118644067796, ""2"": 0.7910447761194029, ""3"": 0.8285714285714286, ""4"": 0.85, ""5"": 0.8823529411764706}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_10/seed_45/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_10;46;0,783783793449402;0,752682096856744;0,779582272325642;0,680993139743805;0,774774789810181;33;1064454;351,441990157;2,67577093;8,03534813813814;0,75;8;0,770334899425507;209;0,809523820877075;84;0,827586233615875;29;0,666666686534882;3;"{""0"": 0.6470588235294118, ""1"": 0.6774193548387096, ""2"": 0.7631578947368421, ""3"": 0.8285714285714286, ""4"": 0.8208955223880597, ""5"": 0.9024390243902439}";"{""0"": 0.4230769230769231, ""1"": 0.711864406779661, ""2"": 0.8656716417910447, ""3"": 0.8285714285714286, ""4"": 0.9166666666666666, ""5"": 0.7254901960784313}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_10/seed_46/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_20;42;0,753753781318665;0,72567226459883;0,751022567132653;0,800019681453705;0,819819867610931;39;1064454;523,276155264997;5,52112618200044;16,5799585045058;0,25;8;0,742990672588348;214;0,782051265239716;78;0,863636374473572;22;0,909090936183929;11;"{""0"": 0.5238095238095238, ""1"": 0.6825396825396826, ""2"": 0.7536231884057971, ""3"": 0.7941176470588235, ""4"": 0.7931034482758621, ""5"": 0.8333333333333334}";"{""0"": 0.4074074074074074, ""1"": 0.7288135593220338, ""2"": 0.7761194029850746, ""3"": 0.7714285714285715, ""4"": 0.7796610169491526, ""5"": 0.8823529411764706}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_20/seed_42/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_20;43;0,744744718074799;0,70299554591424;0,738539620457567;0,840370178222656;0,750750780105591;37;1064454;496,874703804002;5,72700067100232;17,1982002132202;0,5;4;0,731707334518433;205;0,770114958286285;87;0,766666650772095;30;0,857142865657806;7;"{""0"": 0.5, ""1"": 0.6233766233766234, ""2"": 0.7313432835820896, ""3"": 0.7887323943661971, ""4"": 0.8679245283018868, ""5"": 0.8235294117647058}";"{""0"": 0.25925925925925924, ""1"": 0.8135593220338984, ""2"": 0.7313432835820896, ""3"": 0.8, ""4"": 0.7796610169491526, ""5"": 0.8235294117647058}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_20/seed_43/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_20;44;0,76576578617096;0,735903535145231;0,76001003601587;0,715314507484436;0,753753781318665;32;1064454;522,487475625996;5,74021534300118;17,2378839129165;0,25;4;0,739534854888916;215;0,818181812763214;77;0,870967745780945;31;0,833333313465118;6;"{""0"": 0.7142857142857143, ""1"": 0.6984126984126984, ""2"": 0.7123287671232876, ""3"": 0.7971014492753623, ""4"": 0.8181818181818182, ""5"": 0.8333333333333334}";"{""0"": 0.37037037037037035, ""1"": 0.7457627118644068, ""2"": 0.7761194029850746, ""3"": 0.7857142857142857, ""4"": 0.9152542372881356, ""5"": 0.7843137254901961}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_20/seed_44/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_20;45;0,76576578617096;0,702521202412833;0,749937256199975;0,727090239524841;0,795795798301697;31;1064454;519,783163251006;5,64275143100531;16,9451994925084;0,600000023841858;5;0,760869562625885;230;0,786666691303253;75;0,789473712444305;19;0,75;4;"{""0"": 0.5714285714285714, ""1"": 0.7096774193548387, ""2"": 0.7571428571428571, ""3"": 0.7631578947368421, ""4"": 0.8225806451612904, ""5"": 0.8035714285714286}";"{""0"": 0.15384615384615385, ""1"": 0.7457627118644068, ""2"": 0.7910447761194029, ""3"": 0.8285714285714286, ""4"": 0.85, ""5"": 0.8823529411764706}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_20/seed_45/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_20;46;0,777777791023254;0,750020822665984;0,774913838569753;0,696457087993622;0,777777791023254;34;1064454;523,680170364001;5,69157786900178;17,0918254324378;0,75;8;0,775119602680206;209;0,785714268684387;84;0,793103456497192;29;0,666666686534882;3;"{""0"": 0.6875, ""1"": 0.6417910447761194, ""2"": 0.7671232876712328, ""3"": 0.8285714285714286, ""4"": 0.8153846153846154, ""5"": 0.9047619047619048}";"{""0"": 0.4230769230769231, ""1"": 0.7288135593220338, ""2"": 0.835820895522388, ""3"": 0.8285714285714286, ""4"": 0.8833333333333333, ""5"": 0.7450980392156863}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_20/seed_46/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_5;42;0,741741716861725;0,714736380177557;0,738493118395079;0,859101712703705;0,822822868824005;42;1064454;281,558081624993;1,34325694899599;4,0338046516396;0,25;8;0,733644843101502;214;0,769230782985687;78;0,818181812763214;22;0,909090936183929;11;"{""0"": 0.5238095238095238, ""1"": 0.7068965517241379, ""2"": 0.7536231884057971, ""3"": 0.7397260273972602, ""4"": 0.7586206896551724, ""5"": 0.8333333333333334}";"{""0"": 0.4074074074074074, ""1"": 0.6949152542372882, ""2"": 0.7761194029850746, ""3"": 0.7714285714285715, ""4"": 0.7457627118644068, ""5"": 0.8823529411764706}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_5/seed_42/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_5;43;0,723723709583283;0,660828951605398;0,709476728028057;0,91193413734436;0,753753781318665;40;1064454;281,544084749999;1,46171066600073;4,3895215195217;0,5;4;0,707317054271698;205;0,75862067937851;87;0,733333349227905;30;0,857142865657806;7;"{""0"": 0.375, ""1"": 0.5925925925925926, ""2"": 0.696969696969697, ""3"": 0.7808219178082192, ""4"": 0.8363636363636363, ""5"": 0.82}";"{""0"": 0.1111111111111111, ""1"": 0.8135593220338984, ""2"": 0.6865671641791045, ""3"": 0.8142857142857143, ""4"": 0.7796610169491526, ""5"": 0.803921568627451}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_5/seed_43/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_5;44;0,771771788597107;0,740593140127328;0,765991117752441;0,716696083545685;0,759759783744812;32;1064454;304,470146968;1,35997338399466;4,08400415614011;0,25;4;0,75348836183548;215;0,818181812763214;77;0,838709652423859;31;0,833333313465118;6;"{""0"": 0.7142857142857143, ""1"": 0.6984126984126984, ""2"": 0.72, ""3"": 0.8115942028985508, ""4"": 0.8181818181818182, ""5"": 0.8478260869565217}";"{""0"": 0.37037037037037035, ""1"": 0.7457627118644068, ""2"": 0.8059701492537313, ""3"": 0.8, ""4"": 0.9152542372881356, ""5"": 0.7647058823529411}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_5/seed_44/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_5;45;0,768768787384033;0,704322071002476;0,754865237901576;0,731293082237244;0,786786794662476;32;1064454;278,881904180998;1,31869837999693;3,96005519518598;0,600000023841858;5;0,760869562625885;230;0,800000011920929;75;0,789473712444305;19;0,75;4;"{""0"": 0.4, ""1"": 0.6984126984126984, ""2"": 0.803030303030303, ""3"": 0.7763157894736842, ""4"": 0.8225806451612904, ""5"": 0.8035714285714286}";"{""0"": 0.15384615384615385, ""1"": 0.7457627118644068, ""2"": 0.7910447761194029, ""3"": 0.8428571428571429, ""4"": 0.85, ""5"": 0.8823529411764706}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_5/seed_45/janossy_gru_citeseer.pt
citeseer;janossy_gru;inference_permutations_5;46;0,777777791023254;0,74936631279092;0,774418067069316;0,692071318626404;0,783783793449402;34;1064454;278,894414959999;1,32261347700114;3,97181224324667;0,75;8;0,770334899425507;209;0,797619044780731;84;0,793103456497192;29;0,666666686534882;3;"{""0"": 0.6875, ""1"": 0.6515151515151515, ""2"": 0.7567567567567568, ""3"": 0.8285714285714286, ""4"": 0.8181818181818182, ""5"": 0.9024390243902439}";"{""0"": 0.4230769230769231, ""1"": 0.7288135593220338, ""2"": 0.835820895522388, ""3"": 0.8285714285714286, ""4"": 0.9, ""5"": 0.7254901960784313}";results/model_evaluation/citeseer/janossy_gru/inference_permutations_5/seed_46/janossy_gru_citeseer.pt
citeseer;pointnet_plus;centroids_16_8;42;0,723723709583283;0,674061229345782;0,70986764807903;0,872840881347656;0,759759783744812;33;1149558;473,771294471;0,588007019003271;1,76578684385367;0,25;8;0,719626188278198;214;0,756410241127014;78;0,772727251052856;22;0,818181812763214;11;"{""0"": 0.8333333333333334, ""1"": 0.6142857142857143, ""2"": 0.8214285714285714, ""3"": 0.7123287671232876, ""4"": 0.7183098591549296, ""5"": 0.7719298245614035}";"{""0"": 0.18518518518518517, ""1"": 0.7288135593220338, ""2"": 0.6865671641791045, ""3"": 0.7428571428571429, ""4"": 0.864406779661017, ""5"": 0.8627450980392157}";results/model_evaluation/citeseer/pointnet_plus/centroids_16_8/seed_42/pointnet_plus_plus_citeseer.pt
citeseer;pointnet_plus;centroids_16_8;43;0,726726710796356;0,662071400316722;0,708027804787901;0,845628440380096;0,744744777679443;32;1149558;498,635689392999;0,630462814006023;1,89328172374181;0,5;4;0,721951246261597;205;0,724137902259827;87;0,766666650772095;30;0,857142865657806;7;"{""0"": 1.0, ""1"": 0.5949367088607594, ""2"": 0.7758620689655172, ""3"": 0.7307692307692307, ""4"": 0.7391304347826086, ""5"": 0.8478260869565217}";"{""0"": 0.1111111111111111, ""1"": 0.7966101694915254, ""2"": 0.6716417910447762, ""3"": 0.8142857142857143, ""4"": 0.864406779661017, ""5"": 0.7647058823529411}";results/model_evaluation/citeseer/pointnet_plus/centroids_16_8/seed_43/pointnet_plus_plus_citeseer.pt
citeseer;pointnet_plus;centroids_16_8;44;0,720720708370209;0,651956640589712;0,701487489266246;0,923376679420471;0,732732772827148;28;1149558;495,476260138996;0,629115934003494;1,88923703904953;0,25;4;0,665116250514984;215;0,805194795131683;77;0,903225779533386;31;1;6;"{""0"": 1.0, ""1"": 0.5945945945945946, ""2"": 0.7397260273972602, ""3"": 0.76, ""4"": 0.7538461538461538, ""5"": 0.7674418604651163}";"{""0"": 0.1111111111111111, ""1"": 0.7457627118644068, ""2"": 0.8059701492537313, ""3"": 0.8142857142857143, ""4"": 0.8305084745762712, ""5"": 0.6470588235294118}";results/model_evaluation/citeseer/pointnet_plus/centroids_16_8/seed_44/pointnet_plus_plus_citeseer.pt
citeseer;pointnet_plus;centroids_16_8;45;0,696696698665619;0,614969519627875;0,672526915969628;0,967938601970673;0,753753781318665;26;1149558;472,579902754995;0,602008094007033;1,80783211413523;0,600000023841858;5;0,678260862827301;230;0,746666669845581;75;0,736842095851898;19;0,75;4;"{""0"": 1.0, ""1"": 0.6842105263157895, ""2"": 0.7868852459016393, ""3"": 0.6082474226804123, ""4"": 0.6944444444444444, ""5"": 0.7777777777777778}";"{""0"": 0.038461538461538464, ""1"": 0.6610169491525424, ""2"": 0.7164179104477612, ""3"": 0.8428571428571429, ""4"": 0.8333333333333334, ""5"": 0.6862745098039216}";results/model_evaluation/citeseer/pointnet_plus/centroids_16_8/seed_45/pointnet_plus_plus_citeseer.pt
citeseer;pointnet_plus;centroids_16_8;46;0,732732713222504;0,675533783894939;0,718129943111123;0,849669694900513;0,750750780105591;28;1149558;509,010736180993;0,632776917002047;1,90023098198813;0,625;8;0,688995242118835;209;0,809523820877075;84;0,862068951129913;29;0,666666686534882;3;"{""0"": 0.7142857142857143, ""1"": 0.6716417910447762, ""2"": 0.7283950617283951, ""3"": 0.7215189873417721, ""4"": 0.7704918032786885, ""5"": 0.8157894736842105}";"{""0"": 0.19230769230769232, ""1"": 0.7627118644067796, ""2"": 0.8805970149253731, ""3"": 0.8142857142857143, ""4"": 0.7833333333333333, ""5"": 0.6078431372549019}";results/model_evaluation/citeseer/pointnet_plus/centroids_16_8/seed_46/pointnet_plus_plus_citeseer.pt
citeseer;pointnet_plus;centroids_4_2;42;0,72972971200943;0,684922551847389;0,717944373569122;0,861824452877045;0,762762784957886;34;1149558;458,882621885001;0,555433653004002;1,66796892793995;0,25;8;0,719626188278198;214;0,756410241127014;78;0,863636374473572;22;0,818181812763214;11;"{""0"": 0.75, ""1"": 0.6507936507936508, ""2"": 0.7681159420289855, ""3"": 0.7083333333333334, ""4"": 0.7313432835820896, ""5"": 0.7962962962962963}";"{""0"": 0.2222222222222222, ""1"": 0.6949152542372882, ""2"": 0.7910447761194029, ""3"": 0.7285714285714285, ""4"": 0.8305084745762712, ""5"": 0.8431372549019608}";results/model_evaluation/citeseer/pointnet_plus/centroids_4_2/seed_42/pointnet_plus_plus_citeseer.pt
citeseer;pointnet_plus;centroids_4_2;43;0,726726710796356;0,653167412702474;0,70383024391666;0,88464343547821;0,744744777679443;29;1149558;452,501007572006;0,585654042995884;1,75872084983749;0,5;4;0,726829290390015;205;0,735632181167603;87;0,733333349227905;30;0,714285731315613;7;"{""0"": 1.0, ""1"": 0.5802469135802469, ""2"": 0.7884615384615384, ""3"": 0.7375, ""4"": 0.7361111111111112, ""5"": 0.8695652173913043}";"{""0"": 0.07407407407407407, ""1"": 0.7966101694915254, ""2"": 0.6119402985074627, ""3"": 0.8428571428571429, ""4"": 0.8983050847457628, ""5"": 0.7843137254901961}";results/model_evaluation/citeseer/pointnet_plus/centroids_4_2/seed_43/pointnet_plus_plus_citeseer.pt
citeseer;pointnet_plus;centroids_4_2;44;0,723723709583283;0,689562858311958;0,717284804265062;0,838410496711731;0,74174177646637;38;1149558;450,539222915999;0,575257810000039;1,72750093093105;0,25;4;0,683720946311951;215;0,805194795131683;77;0,838709652423859;31;0,833333313465118;6;"{""0"": 0.8, ""1"": 0.5972222222222222, ""2"": 0.7246376811594203, ""3"": 0.7808219178082192, ""4"": 0.7230769230769231, ""5"": 0.8181818181818182}";"{""0"": 0.2962962962962963, ""1"": 0.7288135593220338, ""2"": 0.746268656716418, ""3"": 0.8142857142857143, ""4"": 0.7966101694915254, ""5"": 0.7058823529411765}";results/model_evaluation/citeseer/pointnet_plus/centroids_4_2/seed_44/pointnet_plus_plus_citeseer.pt
citeseer;pointnet_plus;centroids_4_2;45;0,699699699878693;0,616863066126041;0,676620444233836;0,929147779941559;0,750750780105591;31;1149558;449,749266881001;0,563291977996414;1,69156750149073;0,600000023841858;5;0,669565200805664;230;0,786666691303253;75;0,736842095851898;19;0,75;4;"{""0"": 0.3333333333333333, ""1"": 0.6785714285714286, ""2"": 0.7538461538461538, ""3"": 0.6829268292682927, ""4"": 0.765625, ""5"": 0.6349206349206349}";"{""0"": 0.038461538461538464, ""1"": 0.6440677966101694, ""2"": 0.7313432835820896, ""3"": 0.8, ""4"": 0.8166666666666667, ""5"": 0.7843137254901961}";results/model_evaluation/citeseer/pointnet_plus/centroids_4_2/seed_45/pointnet_plus_plus_citeseer.pt
citeseer;pointnet_plus;centroids_4_2;46;0,72972971200943;0,681286659681427;0,718453289366123;0,855771839618683;0,74174177646637;28;1149558;462,842576466996;0,567636305000633;1,70461352853043;0,625;8;0,688995242118835;209;0,821428596973419;84;0,793103456497192;29;0,666666686534882;3;"{""0"": 0.75, ""1"": 0.6521739130434783, ""2"": 0.7333333333333333, ""3"": 0.7023809523809523, ""4"": 0.7931034482758621, ""5"": 0.8205128205128205}";"{""0"": 0.23076923076923078, ""1"": 0.7627118644067796, ""2"": 0.8208955223880597, ""3"": 0.8428571428571429, ""4"": 0.7666666666666667, ""5"": 0.6274509803921569}";results/model_evaluation/citeseer/pointnet_plus/centroids_4_2/seed_46/pointnet_plus_plus_citeseer.pt
citeseer;pointnet_plus;centroids_8_4;42;0,726726710796356;0,646198000510233;0,702375352441646;0,922665596008301;0,753753781318665;27;1149558;459,745685398004;0,567588712001452;1,70447060661097;0,375;8;0,733644843101502;214;0,705128192901611;78;0,863636374473572;22;0,727272748947144;11;"{""0"": 1.0, ""1"": 0.6176470588235294, ""2"": 0.7910447761194029, ""3"": 0.6547619047619048, ""4"": 0.746268656716418, ""5"": 0.8913043478260869}";"{""0"": 0.037037037037037035, ""1"": 0.711864406779661, ""2"": 0.7910447761194029, ""3"": 0.7857142857142857, ""4"": 0.847457627118644, ""5"": 0.803921568627451}";results/model_evaluation/citeseer/pointnet_plus/centroids_8_4/seed_42/pointnet_plus_plus_citeseer.pt
citeseer;pointnet_plus;centroids_8_4;43;0,717717707157135;0,646110919335003;0,695285284842275;0,889039158821106;0,738738775253296;29;1149558;458,646769597995;0,58672783899965;1,76194546246141;0,5;4;0,726829290390015;205;0,70114940404892;87;0,733333349227905;30;0,714285731315613;7;"{""0"": 1.0, ""1"": 0.573170731707317, ""2"": 0.7843137254901961, ""3"": 0.7073170731707317, ""4"": 0.7428571428571429, ""5"": 0.8695652173913043}";"{""0"": 0.07407407407407407, ""1"": 0.7966101694915254, ""2"": 0.5970149253731343, ""3"": 0.8285714285714286, ""4"": 0.8813559322033898, ""5"": 0.7843137254901961}";results/model_evaluation/citeseer/pointnet_plus/centroids_8_4/seed_43/pointnet_plus_plus_citeseer.pt
